,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
841,202005396,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1900,20,Olympic,2005,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",0202 0378 1822,25,F,H,101.0,STREET,,,IC,Invest Cont,410.0,,,,300 N  ARDMORE                      AV,,34.0763,-118.3023
842,202005015,01/24/2020 12:00:00 AM,01/23/2020 12:00:00 AM,2345,20,Olympic,2027,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0446 0408,20,M,A,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,3300    WILSHIRE                     BL,,34.0636,-118.296
843,201606166,02/22/2020 12:00:00 AM,02/18/2020 12:00:00 AM,1700,16,Foothill,1651,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,LAUREL CANYON                BL,BRANFORD,34.2439,-118.4164
844,201506534,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,2000,15,N Hollywood,1585,1,330,BURGLARY FROM VEHICLE,0344 1300 1609 1307,43,M,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,10900    VENTURA                      BL,,34.143,-118.3727
845,201917531,11/30/2020 12:00:00 AM,11/29/2020 12:00:00 AM,700,19,Mission,1999,1,330,BURGLARY FROM VEHICLE,0344 1300 1307 1609,20,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,13600    WILLARD                      ST,,34.2177,-118.4292
846,201312050,06/09/2020 12:00:00 AM,06/01/2020 12:00:00 AM,1700,13,Newton,1353,2,354,THEFT OF IDENTITY,0800 1822 0930,26,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,700 E  43RD                         ST,,34.0057,-118.2635
847,201711448,07/13/2020 12:00:00 AM,07/08/2020 12:00:00 AM,1354,17,Devonshire,1708,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394 0344,35,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,12700    WOODLEY                      AV,,34.3021,-118.4979
848,201313878,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,2015,13,Newton,1344,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0371 1309 0416 0421 0432 0906 1822,30,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,300 E  42ND                         ST,,34.0075,-118.2696
849,202013679,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1800,20,Olympic,2076,2,900,VIOLATION OF COURT ORDER,0913 2038 0319 0369 0306,47,M,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,900.0,,,,1700 S  BERENDO                      ST,,34.0414,-118.2934
850,202112411,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,1500,21,Topanga,2187,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 1402,59,F,W,101.0,STREET,219.0,SCREWDRIVER,IC,Invest Cont,647.0,998.0,,,AVENUE SAN LUIS,FALLBROOK,34.1635,-118.5977
851,201808513,03/21/2020 12:00:00 AM,03/21/2020 12:00:00 AM,2230,18,Southeast,1842,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,113TH                        ST,MAIN                         ST,33.932,-118.2739
852,201318426,10/14/2020 12:00:00 AM,10/14/2020 12:00:00 AM,700,13,Newton,1307,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0446 1309 1822,51,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,1600 E  8TH                          ST,,34.0304,-118.2395
853,201516029,10/07/2020 12:00:00 AM,10/07/2020 12:00:00 AM,1151,15,N Hollywood,1555,1,330,BURGLARY FROM VEHICLE,1302 1609 1307 0344 1212,26,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,11100    OTSEGO                       ST,,34.163,-118.3709
854,201611096,07/15/2020 12:00:00 AM,07/07/2020 12:00:00 AM,2208,16,Foothill,1658,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,23,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,6800    VALMONT                      ST,,34.2517,-118.2794
855,201513965,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,1015,15,N Hollywood,1555,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0444 0400,0,M,O,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,745.0,,,,11300    MAGNOLIA                     BL,,34.1649,-118.378
856,211610869,08/20/2021 12:00:00 AM,10/20/2020 12:00:00 AM,1300,16,Foothill,1654,2,354,THEFT OF IDENTITY,0930 0922 0377 1822,33,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10200    BRADLEY                      AV,,34.2555,-118.4041
857,202005263,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,900,20,Olympic,2045,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,900 S  MARIPOSA                     AV,,34.0559,-118.2987
858,202112510,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1500,21,Topanga,2196,1,310,BURGLARY,0344,35,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,4200    GOLONDRINA                   PL,,34.1466,-118.5963
859,201908158,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,40,19,Mission,1905,1,330,BURGLARY FROM VEHICLE,0329 1307 0344 0321,39,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,13900    FOOTHILL                     BL,,34.3155,-118.4343
860,220705246,02/03/2022 12:00:00 AM,02/11/2020 12:00:00 AM,1200,7,Wilshire,747,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,57,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,800 S  TREMAINE                     AV,,34.0608,-118.3359
861,201808344,03/17/2020 12:00:00 AM,03/17/2020 12:00:00 AM,2125,18,Southeast,1822,1,210,ROBBERY,1822 2018 0344 0213 0216 0334 0342,0,X,X,418.0,,104.0,SHOTGUN,IC,Invest Cont,210.0,,,,9300 S  BROADWAY,,33.9519,-118.2781
862,201515826,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,110,15,N Hollywood,1523,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0447 0416 1814 0444 0421 1414 2000 1813 0400,49,M,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,236.0,,,,6300    WHITSETT                     AV,,34.1849,-118.4095
863,202107091,03/08/2020 12:00:00 AM,03/07/2020 12:00:00 AM,1700,21,Topanga,2158,1,330,BURGLARY FROM VEHICLE,1307 0344 0321 1202,74,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,6200    VARIEL                       AV,,34.1829,-118.5928
864,201413300,07/05/2020 12:00:00 AM,07/02/2020 12:00:00 AM,2100,14,Pacific,1435,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0344 0421 2004,55,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,3700    MCLAUGHLIN                   AV,,34.0098,-118.4255
865,201815488,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1,18,Southeast,1849,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1240,55,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,115TH                        ST,MONA                         BL,33.9298,-118.2305
866,201608722,05/03/2020 12:00:00 AM,05/03/2020 12:00:00 AM,1730,16,Foothill,1698,1,210,ROBBERY,0355 0302 0344 1822,31,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,ARMINTA,LEDGE,34.2141,-118.3576
867,201514424,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,1330,15,N Hollywood,1557,2,624,BATTERY - SIMPLE ASSAULT,0444,49,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,4800    WILLOW CREST                 AV,,34.1577,-118.3626
868,201819555,10/26/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1517,18,Southeast,1824,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1304 1309,24,M,H,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,230.0,,,,CENTRAL,CENTURY,33.9457,-118.2541
869,202107411,03/16/2020 12:00:00 AM,03/15/2020 12:00:00 AM,1800,21,Topanga,2148,1,330,BURGLARY FROM VEHICLE,0344,18,M,H,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,7000    LARAMIE                      AV,,34.1974,-118.5733
870,201319758,11/04/2020 12:00:00 AM,11/04/2020 12:00:00 AM,2020,13,Newton,1351,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0910,62,M,B,124.0,BUS STOP,,,IC,Invest Cont,440.0,,,,BROADWAY                     ST,VERNON,34.0038,-118.2784
871,201316609,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,1530,13,Newton,1351,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,68,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,4100 S  BROADWAY,,34.0087,-118.2784
872,201607024,03/12/2020 12:00:00 AM,03/05/2020 12:00:00 AM,801,16,Foothill,1656,1,310,BURGLARY,0344,53,M,B,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,8200    FOOTHILL                     BL,,34.2597,-118.3114
873,201310056,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,5,13,Newton,1375,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,26,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,1300 E  56TH                         ST,,33.9921,-118.2521
874,211104297,01/09/2021 12:00:00 AM,12/28/2020 12:00:00 AM,1126,11,Northeast,1126,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,54,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,1100 N  AVENUE 53,,34.1232,-118.2003
875,201509533,05/03/2020 12:00:00 AM,05/02/2020 12:00:00 AM,2310,15,N Hollywood,1516,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,52,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,740.0,,,,11500    ARCHWOOD                     ST,,34.1922,-118.3823
876,201312835,06/25/2020 12:00:00 AM,06/23/2020 12:00:00 AM,2100,13,Newton,1342,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,500 E  35TH                         ST,,34.0145,-118.2658
877,230808643,04/25/2023 12:00:00 AM,01/01/2020 12:00:00 AM,800,8,West LA,801,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0352 1822 0344,56,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,16700    MONTE HERMOSO                DR,,34.0677,-118.552
878,201515624,09/27/2020 12:00:00 AM,09/26/2020 12:00:00 AM,2000,15,N Hollywood,1544,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,46,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,12200    ADDISON                      ST,,34.1613,-118.4009
879,201404273,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,840,14,Pacific,1454,2,888,TRESPASSING,2004,0,X,X,701.0,HOSPITAL,,,IC,Invest Cont,888.0,,,,4600    LINCOLN                      BL,,33.9815,-118.44
880,202015079,09/17/2020 12:00:00 AM,01/01/2020 12:00:00 AM,600,20,Olympic,2014,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1259 0522,13,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,860.0,,,200 N  NORMANDIE                    AV,,34.0726,-118.3029
881,201707649,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,132,17,Devonshire,1745,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1402 1419 1407 1100,0,X,X,121.0,YARD (RESIDENTIAL/BUSINESS),104.0,SHOTGUN,AA,Adult Arrest,753.0,998.0,,,17600    KINGSBURY                    ST,,34.2637,-118.5176
882,201518060,11/29/2020 12:00:00 AM,11/22/2020 12:00:00 AM,800,15,N Hollywood,1523,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,12500    VICTORY                      BL,,34.1867,-118.4055
883,201905141,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1427,19,Mission,1943,2,903,CONTEMPT OF COURT,2038,61,M,H,108.0,PARKING LOT,,,AO,Adult Other,903.0,,,,14400    FOX                          ST,,34.2705,-118.4477
884,202116559,12/02/2020 12:00:00 AM,12/02/2020 12:00:00 AM,1300,21,Topanga,2128,2,662,"BUNCO, GRAND THEFT",0701 0344,76,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,20200    STRATHERN                    ST,,34.2156,-118.5745
885,201421596,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,1630,14,Pacific,1494,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416,31,M,B,212.0,TRANSPORTATION FACILITY (AIRPORT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,400    WORLD                        WY,,33.9431,-118.4081
886,212104251,01/07/2021 12:00:00 AM,12/28/2020 12:00:00 AM,1228,21,Topanga,2185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202 0394,74,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,4800    LLANO                        DR,,34.1555,-118.6118
887,202114284,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1700,21,Topanga,2159,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,38,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,19900    FRIAR                        ST,,34.1865,-118.567
888,201605225,01/27/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1810,16,Foothill,1676,1,330,BURGLARY FROM VEHICLE,1300 0344 1822,34,F,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,8600    GLENOAKS                     BL,,34.2262,-118.3629
889,201313169,06/30/2020 12:00:00 AM,06/29/2020 12:00:00 AM,730,13,Newton,1372,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385,38,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,5500    TOWNE                        AV,,33.9915,-118.2674
890,201907942,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,15,19,Mission,1943,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,29,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,10900    COLUMBUS                     AV,,34.2676,-118.4643
891,202109524,05/19/2020 12:00:00 AM,05/19/2020 12:00:00 AM,358,21,Topanga,2125,1,310,BURGLARY,1610 0344 1607,0,M,W,202.0,LIQUOR STORE,,,IC,Invest Cont,310.0,,,,21900    SATICOY                      ST,,34.2119,-118.6017
892,201708776,05/04/2020 12:00:00 AM,04/29/2020 12:00:00 AM,1200,17,Devonshire,1794,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0329 1607 0344,0,X,X,729.0,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,341.0,,,,18300    ROSCOE                       BL,,34.2251,-118.5372
893,201508644,04/13/2020 12:00:00 AM,04/12/2020 12:00:00 AM,2130,15,N Hollywood,1539,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,52,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,740.0,,,,5900    RIVERTON                     AV,,34.1776,-118.3659
894,201514271,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1413,15,N Hollywood,1589,2,903,CONTEMPT OF COURT,2038,58,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,903.0,,,,3800    BARHAM                       BL,,34.1441,-118.3411
895,201421846,12/19/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1730,14,Pacific,1412,1,310,BURGLARY,0344 1606,37,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,1100 S  MAIN                         ST,,33.9908,-118.4731
896,201405933,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1130,14,Pacific,1415,2,900,VIOLATION OF COURT ORDER,2004 2038,49,F,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,900.0,,,,800    LINCOLN                      BL,,33.9993,-118.4636
897,201811005,05/12/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1345,18,Southeast,1881,1,761,BRANDISH WEAPON,2000 0913 1813 0334 0432 0359,26,F,B,501.0,SINGLE FAMILY DWELLING,205.0,KITCHEN KNIFE,IC,Invest Cont,761.0,,,,16100 S  AINSWORTH                    ST,,33.8848,-118.2904
898,201316957,09/14/2020 12:00:00 AM,09/13/2020 12:00:00 AM,2350,13,Newton,1362,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1402 1100 1822,0,F,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,753.0,998.0,,,400 E  49TH                         ST,,33.9988,-118.2696
899,201513163,07/27/2020 12:00:00 AM,07/27/2020 12:00:00 AM,630,15,N Hollywood,1549,1,310,BURGLARY,1420 1309 0326 1414 2018 1607 1402,0,M,O,256.0,,,,IC,Invest Cont,310.0,998.0,,,5500    CLEON                        AV,,34.1705,-118.3686
900,201715905,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,1530,17,Devonshire,1713,2,624,BATTERY - SIMPLE ASSAULT,0360 0416 0448 1202 2003 0913,75,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,11300    YOLANDA                      AV,,34.2762,-118.5453
901,202117332,12/22/2020 12:00:00 AM,12/19/2020 12:00:00 AM,940,21,Topanga,2145,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,43,F,A,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,440.0,,,,VANOWEN,GLADE,34.1937,-118.6081
902,201319785,11/11/2020 12:00:00 AM,11/11/2020 12:00:00 AM,830,13,Newton,1363,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0411 1814 0340 0429 0913 2000,26,F,B,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,AO,Adult Other,236.0,,,,700 E  48TH                         ST,,33.9997,-118.2629
903,201606631,03/03/2020 12:00:00 AM,02/16/2020 12:00:00 AM,2230,16,Foothill,1638,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1810 1501 1202,75,F,W,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,440.0,,,,7600    WYNGATE                      ST,,34.2574,-118.2979
904,201409777,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,1150,14,Pacific,1485,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,27,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,8600 S  SEPULVEDA                    BL,,33.9579,-118.402
905,201419770,11/05/2020 12:00:00 AM,11/05/2020 12:00:00 AM,1050,14,Pacific,1438,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,43,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,10700    VENICE                       BL,,34.0184,-118.4074
906,211704913,01/25/2021 12:00:00 AM,12/21/2020 12:00:00 AM,1000,17,Devonshire,1752,2,354,THEFT OF IDENTITY,1202 0930 0935,74,M,W,602.0,BANK,,,IC,Invest Cont,354.0,,,,10000    DE SOTO                      AV,,34.2518,-118.5886
907,210508506,04/29/2021 12:00:00 AM,03/01/2020 12:00:00 AM,600,5,Harbor,511,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1251 0913 1814 2033 1259 2024 0527,15,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,810.0,,,,1600    257TH                        ST,,33.7905,-118.3075
908,211006486,03/23/2021 12:00:00 AM,12/11/2020 12:00:00 AM,1225,10,West Valley,1044,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1202 0344 0394,0,M,W,213.0,WAREHOUSE,,,IC,Invest Cont,440.0,,,,18300    OXNARD                       ST,,34.18,-118.5337
909,201606120,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,1330,16,Foothill,1663,2,624,BATTERY - SIMPLE ASSAULT,0913 0446 1601 0416 1815 1259,15,F,H,721.0,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,9100    TELFAIR                      AV,,34.2348,-118.395
910,201915398,10/07/2020 12:00:00 AM,10/04/2020 12:00:00 AM,1000,19,Mission,1998,2,664,"BUNCO, PETTY THEFT",1822 0800 0344,51,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664.0,,,,14300    LORNE                        ST,,34.2169,-118.445
911,211804055,01/02/2021 12:00:00 AM,12/30/2020 12:00:00 AM,1900,18,Southeast,1846,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,47,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,11200    ALVARO                       ST,,33.931,-118.2532
912,201708369,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1845,17,Devonshire,1785,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0444 0408 0417 1820 0913 0421,47,F,A,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,AMIGO,GRESHAM,34.2308,-118.5386
913,202108297,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1745,21,Topanga,2143,2,624,BATTERY - SIMPLE ASSAULT,0444,29,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274
914,201604694,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,120,16,Foothill,1613,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0313 0561 0416 1601 0444 0913,47,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",311.0,HAMMER,AA,Adult Arrest,230.0,998.0,,,VAN NUYS,GLENOAKS,34.2737,-118.4117
915,202016347,10/25/2020 12:00:00 AM,10/25/2020 12:00:00 AM,300,20,Olympic,2088,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,57,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,1800 S  WESTMORELAND                 AV,,34.0406,-118.2896
916,201320886,12/06/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1700,13,Newton,1313,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1000 E  20TH                         ST,,34.0255,-118.2552
917,202010165,05/26/2020 12:00:00 AM,05/26/2020 12:00:00 AM,100,20,Olympic,2031,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,3900 W  8TH                          ST,,34.0599,-118.3139
918,201904547,01/13/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1820,19,Mission,1983,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,34,F,H,402.0,MARKET,,,IC,Invest Cont,440.0,,,,15000    ROSCOE                       BL,,34.2249,-118.4637
919,201808306,03/16/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1700,18,Southeast,1864,1,330,BURGLARY FROM VEHICLE,0354 1822 1609 1307 0344 0329,52,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,800 E  120TH                        ST,,33.9237,-118.2614
920,201311656,05/31/2020 12:00:00 AM,05/31/2020 12:00:00 AM,630,13,Newton,1307,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813 1243 0446 0913,50,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,SAN PEDRO,7TH,34.0407,-118.2468
921,201705982,02/10/2020 12:00:00 AM,02/10/2020 12:00:00 AM,1,17,Devonshire,1729,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,29,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331.0,,,,11200    AMESTOY                      AV,,34.274,-118.5052
922,201911934,07/09/2020 12:00:00 AM,07/08/2020 12:00:00 AM,2130,19,Mission,1916,1,310,BURGLARY,1607 0344,39,M,H,721.0,HIGH SCHOOL,,,IC,Invest Cont,310.0,,,,13000    BORDEN                       AV,,34.3061,-118.4414
923,201604198,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1153,16,Foothill,1643,1,350,"THEFT, PERSON",0325 0344 0416 1822,65,M,H,202.0,LIQUOR STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,13400    VAN NUYS                     BL,,34.2643,-118.4246
